,nhpd_property_id,parcel_number,HUD Property ID,HUD Subsidy ID,NHPD Property ID,NHPD Subsidy ID,Subsidy Status,Subsidy Name,Subsidy Subname,Start Date,End Date,Assisted Units,Property Name,Street Address,City,State,Zip Code,Longitude,Latitude,Owner Name,Owner Type,Manager Name,Manager Type,0-1 Bedroom Units,Two Bedroom Units,Three+ Bedroom Units,Target Population,Earliest Construction Date,Latest Construction Date,Rent to FMR Ratio,Known Total Units,Renewal Type Name,Inactive Status Description,Construction Type,Unpaid Principal Balance,Renewal Name,Renewal ID,SOA Code
993,1083609,381227200,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
994,1083609,432328800,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
995,1083609,433140900,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
996,1083609,433080800,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
997,1083609,422230900,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
998,1083609,421124000,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
999,1083609,433348600,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1000,1083609,433363900,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1001,1083609,433231100,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1002,1083609,072227100,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1003,1083609,122004900,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1004,1083609,172357200,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1005,1083609,442175400,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1006,1083609,513165000,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1007,1083609,591233800,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1008,1083609,342030600,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1009,1083609,491027100,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1010,1083609,491122200,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1011,1083609,433012500,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1012,1083609,463232200,,PAA1988065,1083609,fca6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1344 E RITTENHOUSE ST,1344 E RITTENHOUSE ST,PHILADELPHIA,PA,19138,-75.158485,40.054183,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1013,1180753,886930207,,PAA20201006,1180753,8bfde76c-1446-ee11-80c8-005056ba3ab9,Active,LIHTC,,01/01/2020,2060-01-01,50,GALA,2022 HAINES ST AND,PHILADELPHIA,PA,19138,-75.152053,40.05841,,,,,46,4,0,Elderly or disabled,,,,50,,,New Construction,,,,
1014,1180753,886930207,,4175211637,1180753,8ffde76c-1446-ee11-80c8-005056ba3ab9,Active,HOME,HOME,07/27/2022,2042-07-27,50,,2022 E HAINES ST,PHILADELPHIA,PA,19138,-75.152053,40.05841,CONIFER REALTY LLC,,,,,,,,,,,50,,,New Construction Only,,,,
1015,1180753,886930208,,PAA20201006,1180753,8bfde76c-1446-ee11-80c8-005056ba3ab9,Active,LIHTC,,01/01/2020,2060-01-01,50,GALA,2022 HAINES ST AND,PHILADELPHIA,PA,19138,-75.152053,40.05841,,,,,46,4,0,Elderly or disabled,,,,50,,,New Construction,,,,
1016,1180753,886930208,,4175211637,1180753,8ffde76c-1446-ee11-80c8-005056ba3ab9,Active,HOME,HOME,07/27/2022,2042-07-27,50,,2022 E HAINES ST,PHILADELPHIA,PA,19138,-75.152053,40.05841,CONIFER REALTY LLC,,,,,,,,,,,50,,,New Construction Only,,,,
1017,1083612,102260200,,PAA1988080,1083612,14a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1988,2003-01-01,1,1511 E MAYLAND ST,1511 E MAYLAND ST,PHILADELPHIA,PA,19138,-75.163101,40.061107,,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1018,1083707,102293200,,PAA1991070,1083707,903cc9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/1991,2021-01-01,1,1617 E DUVAL ST,1617 E DUVAL ST,PHILADELPHIA,PA,19138,-75.16394,40.062622,DESREV ASSOC,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1019,1084248,591068400,,PAA1997015,1084248,c941bec4-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1997,2027-01-01,1,936 E PRICE ST,936 E PRICE ST,PHILADELPHIA,PA,19138,-75.163665,40.048229,EDWARD RUSSELL,For Profit,,,,,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,3194,,,
1020,1084256,121070205,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1021,1084256,123076605,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1022,1084256,121047715,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1023,1084256,121047815,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1024,1084256,121047925,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1025,1084256,121044310,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1026,1084256,121044410,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1027,1084256,121151105,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1028,1084256,121151205,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1029,1084256,121062105,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1030,1084256,121044605,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1031,1084256,122138205,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1032,1084256,886651000,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1033,1084256,122138805,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1034,1084256,122138915,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1035,1084256,121062410,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1036,1084256,886651100,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1037,1084256,121053515,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1038,1084256,886614710,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1039,1084256,886614700,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1040,1084256,122039205,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1041,1084256,122039702,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1042,1084256,122039805,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1043,1084256,122039905,,PAA1997040,1084256,ed41bec4-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1997,2027-01-01,19,BLAKESTONE HOUSING,6657 BLAKEMORE ST,PHILADELPHIA,PA,19119,-75.177886,40.059215,GREATER GERMANTOWN HDC,Non-Profit,,,5,8,6,Family,,,,19,,,Acquisition and Rehab,161052,,,
1044,1085247,886761616,,4175209779,1085247,0f4b56e0-dd68-e711-806a-005056ba3ab9,Active,HOME,HOME,03/14/2012,2032-03-14,62,APARTMENTS AT CLIVEDEN,301 W JOHNSON ST,PHILADELPHIA,PA,19144,-75.1875,40.041011,NEW COURTLAND APTS AT CLIVEDEN,,,,,,,,,,,62,,,New Construction Only,,,,
1045,1085247,886761616,,,1085247,ee036e0c-e3dc-ea11-8ab3-005056ba3ab9,Active,Project Based Vouchers,Project Based Vouchers,,,32,,315 W JOHNSON ST,PHILADELPHIA,PA,19144,,,,,,,,,,,,,,32,,,,,,,
1046,1085247,886761616,,PAA2011055,1085247,e33f442a-ceff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2011,2041-01-01,62,NEW COURTLAND APARTMENTS CLIVEDEN,319 W JOHNSON ST,PHILADELPHIA,PA,19144,-75.188072,40.040447,NEWCOURTLAND ELDER SERVICES,Non-Profit,,,62,,,Elderly or disabled,,,,62,,,New Construction,700000,,,
1047,1086029,886653700,,PAA0000184,1086029,fc046a2c-e168-e711-806a-005056ba3ab9,Inactive,LIHTC,,01/01/2014,2044-01-01,,NUGENT SENIOR APARTMENTS,221 W JOHNSON ST,PHILADELPHIA,PA,19144,-75.185714,40.042747,,,,,,,,,,,,57,,Missing from Subsequent Updates,,,,,
1048,1086029,886653700,,PAA20133184,1086029,f63845f2-3f90-e811-b0ec-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2013,2043-01-01,57,NUGENT SENIOR APARTMENTS,221 W JOHNSON ST,PHILADELPHIA,PA,19144,-75.185714,40.042747,NUGENT SR APTS LP,,,,57,0,7,Elderly or disabled,,,,57,,,New Construction,,,,
1049,1086029,886653700,,4175210407,1086029,ab31414e-ceff-e611-8115-74d435edc0c2,Active,HOME,HOME,10/09/2014,2034-10-09,57,NUGENT SENIOR APARTMENTS,221 W JOHNSON ST,PHILADELPHIA,PA,19144,-75.185714,40.042747,PENNROSE PROPERTIES LLC,,,,,,,,,,,57,,,Acquisition and New Construction,,,,
1050,1172630,886761139,,PAA0000180,1172630,a10903b3-792d-ed11-8b14-005056ba3ab9,Inconclusive,LIHTC,,,,,NORRIS APARTMENTS,2037 N 11TH ST,PHILADELPHIA,PA,19122,-75.151214,39.983245,,,,,,,,,,,,51,,End Date Missing,,,,,
1051,1084172,886606400,,PAA1996150,1084172,e540bec4-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1996,2026-01-01,45,JARDINES DEBORINQUEN PHASE II,2031 N 7TH ST,PHILADELPHIA,PA,19122,-75.145637,39.982727,JARDINES DE BORINQUEN INC,Non-Profit,,,2,7,36,Family,,,,45,,Non-programmatic,New Construction,551264,,,
1052,1106703,232111400,,PAA1989530,1106703,a1945fde-d768-e711-806a-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/1989,2004-01-01,1,BOCCELLI 10 HOUSES,221 W CLAPIER ST,PHILADELPHIA,PA,19144,-75.16764,40.024654,,,,,0,0,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1053,1106703,232130300,,PAA1989530,1106703,a1945fde-d768-e711-806a-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/1989,2004-01-01,1,BOCCELLI 10 HOUSES,221 W CLAPIER ST,PHILADELPHIA,PA,19144,-75.16764,40.024654,,,,,0,0,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1054,1106703,232133100,,PAA1989530,1106703,a1945fde-d768-e711-806a-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/1989,2004-01-01,1,BOCCELLI 10 HOUSES,221 W CLAPIER ST,PHILADELPHIA,PA,19144,-75.16764,40.024654,,,,,0,0,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1055,1106703,411053900,,PAA1989530,1106703,a1945fde-d768-e711-806a-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/1989,2004-01-01,1,BOCCELLI 10 HOUSES,221 W CLAPIER ST,PHILADELPHIA,PA,19144,-75.16764,40.024654,,,,,0,0,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1056,1106703,133063900,,PAA1989530,1106703,a1945fde-d768-e711-806a-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/1989,2004-01-01,1,BOCCELLI 10 HOUSES,221 W CLAPIER ST,PHILADELPHIA,PA,19144,-75.16764,40.024654,,,,,0,0,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1057,1106703,282243100,,PAA1989530,1106703,a1945fde-d768-e711-806a-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/1989,2004-01-01,1,BOCCELLI 10 HOUSES,221 W CLAPIER ST,PHILADELPHIA,PA,19144,-75.16764,40.024654,,,,,0,0,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1058,1106703,111327600,,PAA1989530,1106703,a1945fde-d768-e711-806a-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/1989,2004-01-01,1,BOCCELLI 10 HOUSES,221 W CLAPIER ST,PHILADELPHIA,PA,19144,-75.16764,40.024654,,,,,0,0,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1059,1106703,234282500,,PAA1989530,1106703,a1945fde-d768-e711-806a-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/1989,2004-01-01,1,BOCCELLI 10 HOUSES,221 W CLAPIER ST,PHILADELPHIA,PA,19144,-75.16764,40.024654,,,,,0,0,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1060,1106703,622395000,,PAA1989530,1106703,a1945fde-d768-e711-806a-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/1989,2004-01-01,1,BOCCELLI 10 HOUSES,221 W CLAPIER ST,PHILADELPHIA,PA,19144,-75.16764,40.024654,,,,,0,0,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1061,1106703,622238900,,PAA1989530,1106703,a1945fde-d768-e711-806a-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/1989,2004-01-01,1,BOCCELLI 10 HOUSES,221 W CLAPIER ST,PHILADELPHIA,PA,19144,-75.16764,40.024654,,,,,0,0,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
1062,1083926,061052100,,PAA1989300,1083926,f90fd9a6-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/1989,2004-01-01,2,4217 HAVERFORD AVE,4217 HAVERFORD AVE,PHILADELPHIA,PA,19104,-75.207626,39.962593,INGERMAN GROUP,For Profit,,,,2,,Family,,,,2,,Non-programmatic,Acquisition and Rehab,2533,,,
1063,1084701,886715800,,,1084701,d5db5f12-e3dc-ea11-8ab3-005056ba3ab9,Active,Project Based Vouchers,Project Based Vouchers,,,27,,4143 WARREN ST,PHILADELPHIA,PA,19104,,,,,,,,,,,,,,27,,,,,,,
1064,1084701,886715800,,PAA2006130,1084701,bbda9ddc-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2006,2036-01-01,48,POWELTON HEIGHTS,4143 WARREN ST,PHILADELPHIA,PA,19104,-75.20652,39.965145,COLUMBUS PROPERTY MGMT,Non-Profit,,,48,,,Mixed,,,,48,,,New Construction,783437,,,
1065,1084701,886715800,,4175208116,1084701,bfda9ddc-cdff-e611-8115-74d435edc0c2,Active,HOME,HOME,01/31/2007,2027-01-31,48,POWELTON HEIGHTS HOUSING,4113 WARREN ST,PHILADELPHIA,PA,19104,-75.206008,39.964828,POWELTON HEIGHTS,,,,,,,,,,,48,,,New Construction Only,,,,
1066,1083673,122195000,,PAA1988290,1083673,48a8e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,5305 MAGNOLIA ST,5305 MAGNOLIA ST,PHILADELPHIA,PA,19144,-75.162132,40.038387,EVENT,For Profit,,,,,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,1317,,,
